Longitude (x),Latitude (y),Station Name,Climate ID,Date,Year,Month,Day,Data Quality,valueMax,Max Temp Flag,valueMin,Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.63,43.68,TORONTO INTL A,6158731,2020-01-01,2020,1,1,,-0.2,,-3.2,,-1.7,,19.7,,0,,0,,0,T,0,T,0,T,28,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-02,2020,1,2,,6.4,,-0.5,,3,,15,,0,,0,,0,,0,,0,T,19,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-03,2020,1,3,,6.8,,2.3,,4.6,,13.4,,0,,0,,0,,0,,,,27,,35,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-04,2020,1,4,,2.5,,-0.7,,0.9,,17.1,,0,,0,,2.4,,1.6,,2,,31,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-05,2020,1,5,,1.3,,-2.8,,-0.8,,18.8,,0,,0,,3.6,,3.6,,0,T,32,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-06,2020,1,6,,1.8,,-5.2,,-1.7,,19.7,,0,,0,,0,T,0,T,4,,30,,61,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-07,2020,1,7,,4,,-5.5,,-0.8,,18.8,,0,,0,,0,,0,,2,,19,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-08,2020,1,8,,-0.7,,-9.4,,-5.1,,23.1,,0,,0,,2,,2,,2,,28,,65,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-09,2020,1,9,,2,,-11.7,,-4.9,,22.9,,0,,0,,0.2,,0.2,,1,,16,,48,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-10,2020,1,10,,7.5,,1.4,,4.5,,13.5,,0,,1.8,,0,,1.8,,0,T,21,,58,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-11,2020,1,11,,11.9,,1.7,,6.8,,11.2,,0,,59,,0,,59,,,,34,,42,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-12,2020,1,12,,1.7,,-6.2,,-2.3,,20.3,,0,,16.6,,1,,17.6,,1,,31,,58,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-13,2020,1,13,,1.7,,-5,,-1.7,,19.7,,0,,0,,0.4,,0.4,,0,T,8,,39,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-14,2020,1,14,,2.9,,-0.2,,1.4,,16.6,,0,,0,T,0,,0,T,0,T,9,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-15,2020,1,15,,4.3,,0.8,,2.6,,15.4,,0,,0,,0,T,0,T,,,31,,45,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-16,2020,1,16,,1.7,,-11.7,,-5,,23,,0,,0,,0.2,,0.2,,0,T,32,,55,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-17,2020,1,17,,-8,,-14.9,,-11.5,,29.5,,0,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,2020-01-18,2020,1,18,,2.5,,-8.1,,-2.8,,20.8,,0,,0.2,,17.2,,14.4,,6,E,9,,52,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-19,2020,1,19,,0.4,,-11.6,,-5.6,,23.6,,0,,0,,2.4,,1.6,,16,,25,,46,
-79.63,43.68,TORONTO INTL A,6158731,2020-01-20,2020,1,20,,-5.2,,-15.6,,-10.4,,28.4,,0,,0,,0,,0,,13,,31,,32,
