Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Date,Data Quality,valueMax,Max Temp Flag,valueMin,Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-114.02,51.11,CALGARY INT'L A,3031093,2007-05-26,2007,5,26,2007-05-26,,19.6,,2.6,,11.1,,6.9,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-05-27,2007,5,27,2007-05-27,,20.5,,8.6,,14.6,,3.4,,0,,0.8,,0,,0.8,,0,,33,E,54,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-05-28,2007,5,28,2007-05-28,,16.7,,7.4,,12.1,,5.9,,0,,0.4,,0,,0.4,,0,,35,E,57,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-05-29,2007,5,29,2007-05-29,,17,,4.7,,10.9,,7.1,,0,,0,,0,,0,,0,,36,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-05-30,2007,5,30,2007-05-30,,20.8,,3.2,,12,,6,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-05-31,2007,5,31,2007-05-31,,24.1,,6.2,,15.2,,2.8,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-01,2007,6,1,2007-06-01,,25.2,,8.9,,17.1,,0.9,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-02,2007,6,2,2007-06-02,,26.5,,11.6,,19.1,,0,,1.1,,0.6,,0,,0.6,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-03,2007,6,3,2007-06-03,,25.5,,11.9,,18.7,,0,,0.7,,2.4,,0,,2.4,,0,,24,E,44,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-04,2007,6,4,2007-06-04,,25,,9,,17,,1,,0,,0,T,0,,0,T,0,,15,E,46,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-05,2007,6,5,2007-06-05,,23.9,,11.2,,17.6,,0.4,,0,,72.4,,0,,72.4,,0,,20,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-06,2007,6,6,2007-06-06,,13.6,,8,,10.8,,7.2,,0,,26.6,,0,,26.6,,0,,1,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-07,2007,6,7,2007-06-07,,17.7,,6.4,,12.1,,5.9,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-08,2007,6,8,2007-06-08,,19.2,,10.4,,14.8,,3.2,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-09,2007,6,9,2007-06-09,,19.7,,7.2,,13.5,,4.5,,0,,0.2,,0,,0.2,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-10,2007,6,10,2007-06-10,,21.6,,11.1,,16.4,,1.6,,0,,0,,0,,0,,0,,27,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-11,2007,6,11,2007-06-11,,18.2,,8,,13.1,,4.9,,0,,1,,0,,1,,0,,1,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-12,2007,6,12,2007-06-12,,15.3,,5.9,,10.6,,7.4,,0,,2,,0,,2,,0,,1,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-13,2007,6,13,2007-06-13,,19.4,,5,,12.2,,5.8,,0,,0,T,0,,0,T,0,,27,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-14,2007,6,14,2007-06-14,,13.8,,4.2,,9,,9,,0,,0.4,,0,,0.4,,0,,33,E,46,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-15,2007,6,15,2007-06-15,,15.9,,5.8,,10.9,,7.1,,0,,9,,0,T,9,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-16,2007,6,16,2007-06-16,,16.3,,8.7,,12.5,,5.5,,0,,7,,0,,7,,0,,9,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-17,2007,6,17,2007-06-17,,11.4,,7.2,,9.3,,8.7,,0,,27.6,,0,,27.6,,0,,1,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-18,2007,6,18,2007-06-18,,18.6,,3.5,,11.1,,6.9,,0,,3.4,,0,,3.4,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-19,2007,6,19,2007-06-19,,22.2,,5.2,,13.7,,4.3,,0,,0,,0,,0,,0,,28,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-20,2007,6,20,2007-06-20,,22.6,,7.5,,15.1,,2.9,,0,,0,,0,,0,,0,,13,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-21,2007,6,21,2007-06-21,,27.1,,10.2,,18.7,,0,,0.7,,0,,0,,0,,0,,22,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-22,2007,6,22,2007-06-22,,25.6,,8.6,,17.1,,0.9,,0,,0,,0,,0,,0,,33,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-23,2007,6,23,2007-06-23,,17.8,,8.6,,13.2,,4.8,,0,,0.2,,0,,0.2,,0,,4,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-24,2007,6,24,2007-06-24,,17.1,,5.8,,11.5,,6.5,,0,,3.4,,0,,3.4,,0,,7,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-25,2007,6,25,2007-06-25,,14.9,,5.4,,10.2,,7.8,,0,,5.2,,0,,5.2,,0,,30,E,56,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-26,2007,6,26,2007-06-26,,19.2,,7.2,,13.2,,4.8,,0,,0,,0,,0,,0,,28,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-27,2007,6,27,2007-06-27,,20.9,,8.5,,14.7,,3.3,,0,,0,,0,,0,,0,,16,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-28,2007,6,28,2007-06-28,,21.3,,12.7,,17,,1,,0,,0.2,,0,,0.2,,0,,14,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-29,2007,6,29,2007-06-29,,23.6,,11.3,,17.5,,0.5,,0,,4.2,,0,,4.2,,0,,16,E,57,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-06-30,2007,6,30,2007-06-30,,21.2,,10.3,,15.8,,2.2,,0,,0,,0,,0,,0,,23,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-01,2007,7,1,2007-07-01,,22.9,,6.7,,14.8,,3.2,,0,,0,,0,,0,,0,,27,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-02,2007,7,2,2007-07-02,,25.8,,9.7,,17.8,,0.2,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-03,2007,7,3,2007-07-03,,27,,11,,19,,0,,1,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-04,2007,7,4,2007-07-04,,25.3,,9.9,,17.6,,0.4,,0,,0,,0,,0,,0,,15,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-05,2007,7,5,2007-07-05,,29.9,,12.1,,21,,0,,3,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-06,2007,7,6,2007-07-06,,23.2,,14.4,,18.8,,0,,0.8,,0,,0,,0,,0,,34,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-07,2007,7,7,2007-07-07,,19.8,,10.8,,15.3,,2.7,,0,,1,,0,,1,,0,,36,E,44,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-08,2007,7,8,2007-07-08,,20.7,,12.6,,16.7,,1.3,,0,,0,,0,,0,,0,,14,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-09,2007,7,9,2007-07-09,,19,,8.2,,13.6,,4.4,,0,,2.4,,0,,2.4,,0,,34,E,70,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-10,2007,7,10,2007-07-10,,23,,6.8,,14.9,,3.1,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-11,2007,7,11,2007-07-11,,25.5,,12.2,,18.9,,0,,0.9,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-12,2007,7,12,2007-07-12,,27.4,,16.4,,21.9,,0,,3.9,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-13,2007,7,13,2007-07-13,,29.5,,13.7,,21.6,,0,,3.6,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-14,2007,7,14,2007-07-14,,30.9,,14.8,,22.9,,0,,4.9,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-15,2007,7,15,2007-07-15,,29.4,,14.4,,21.9,,0,,3.9,,1.2,,0,,1.2,,0,,1,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-16,2007,7,16,2007-07-16,,26.5,,14.7,,20.6,,0,,2.6,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-17,2007,7,17,2007-07-17,,27.2,,15.1,,21.2,,0,,3.2,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-18,2007,7,18,2007-07-18,,27.3,,16,,21.7,,0,,3.7,,9.8,,0,,9.8,,0,,6,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-19,2007,7,19,2007-07-19,,27.9,,16.2,,22.1,,0,,4.1,,0,T,0,,0,T,0,,23,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-20,2007,7,20,2007-07-20,,26.4,,8.8,,17.6,,0.4,,0,,0,,0,,0,,0,,22,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-21,2007,7,21,2007-07-21,,26.9,,12,,19.5,,0,,1.5,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-22,2007,7,22,2007-07-22,,31,,14.7,,22.9,,0,,4.9,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-23,2007,7,23,2007-07-23,,31.6,,13.5,,22.6,,0,,4.6,,0,T,0,,0,T,0,,13,E,33,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-24,2007,7,24,2007-07-24,,25.5,,14,,19.8,,0,,1.8,,8.2,,0,,8.2,,0,,4,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-25,2007,7,25,2007-07-25,,23.1,,12.4,,17.8,,0.2,,0,,2.2,,0,,2.2,,0,,15,E,33,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-26,2007,7,26,2007-07-26,,27.5,,9.6,,18.6,,0,,0.6,,0,,0,,0,,0,,17,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-27,2007,7,27,2007-07-27,,32.1,,11.1,,21.6,,0,,3.6,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-28,2007,7,28,2007-07-28,,30.5,,13.5,,22,,0,,4,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-29,2007,7,29,2007-07-29,,32.3,,12.2,,22.3,,0,,4.3,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-30,2007,7,30,2007-07-30,,24.5,,12.2,,18.4,,0,,0.4,,0.4,,0,,0.4,,0,,34,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-07-31,2007,7,31,2007-07-31,,18.3,,11,,14.7,,3.3,,0,,0,,0,,0,,0,,2,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-01,2007,8,1,2007-08-01,,22.5,,7.9,,15.2,,2.8,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-02,2007,8,2,2007-08-02,,29.3,,10.6,,20,,0,,2,,0,,0,,0,,0,,14,E,39,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-03,2007,8,3,2007-08-03,,27.9,,9.7,,18.8,,0,,0.8,,0,,0,,0,,0,,34,E,54,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-04,2007,8,4,2007-08-04,,22.6,,10.5,,16.6,,1.4,,0,,2.8,,0,,2.8,,0,,34,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-05,2007,8,5,2007-08-05,,21.6,,9.3,,15.5,,2.5,,0,,1.6,,0,,1.6,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-06,2007,8,6,2007-08-06,,24.2,,7.8,,16,,2,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-07,2007,8,7,2007-08-07,,30,,10.4,,20.2,,0,,2.2,,0,,0,,0,,0,,32,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-08,2007,8,8,2007-08-08,,16.7,,10.6,,13.7,,4.3,,0,,8.8,,0,,8.8,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-09,2007,8,9,2007-08-09,,11.9,,8.9,,10.4,,7.6,,0,,7.2,,0,,7.2,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-10,2007,8,10,2007-08-10,,11.7,,6.3,,9,,9,,0,,5.6,,0,,5.6,,0,,2,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-11,2007,8,11,2007-08-11,,20,,2.6,,11.3,,6.7,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-12,2007,8,12,2007-08-12,,20,,5.8,,12.9,,5.1,,0,,0,,0,,0,,0,,35,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-13,2007,8,13,2007-08-13,,14.6,,10.1,,12.4,,5.6,,0,,0,T,0,,0,T,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-14,2007,8,14,2007-08-14,,21.3,,9.7,,15.5,,2.5,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-15,2007,8,15,2007-08-15,,23.5,,5.6,,14.6,,3.4,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-16,2007,8,16,2007-08-16,,25.4,,7.2,,16.3,,1.7,,0,,0,,0,,0,,0,,15,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-17,2007,8,17,2007-08-17,,21.8,,7.9,,14.9,,3.1,,0,,0,T,0,,0,T,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-18,2007,8,18,2007-08-18,,24.1,,7.3,,15.7,,2.3,,0,,0.2,,0,,0.2,,0,,33,E,56,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-19,2007,8,19,2007-08-19,,17.6,,7,,12.3,,5.7,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-20,2007,8,20,2007-08-20,,21.9,,10,,16,,2,,0,,0,,0,,0,,0,,27,E,44,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-21,2007,8,21,2007-08-21,,20.5,,5.8,,13.2,,4.8,,0,,0,T,0,,0,T,0,,28,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-22,2007,8,22,2007-08-22,,18.7,,8.1,,13.4,,4.6,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-23,2007,8,23,2007-08-23,,14.1,,5.5,,9.8,,8.2,,0,,3,,0,,3,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-24,2007,8,24,2007-08-24,,21.9,,3.7,,12.8,,5.2,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-25,2007,8,25,2007-08-25,,20.9,,9,,15,,3,,0,,0.4,,0,,0.4,,0,,1,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-26,2007,8,26,2007-08-26,,10.9,,7.5,,9.2,,8.8,,0,,18.4,,0,,18.4,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-27,2007,8,27,2007-08-27,,11.8,,5.8,,8.8,,9.2,,0,,5.6,,0,,5.6,,0,,36,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-28,2007,8,28,2007-08-28,,17.5,,0.7,,9.1,,8.9,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-29,2007,8,29,2007-08-29,,24.4,,5.1,,14.8,,3.2,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-30,2007,8,30,2007-08-30,,25.7,,7.7,,16.7,,1.3,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-08-31,2007,8,31,2007-08-31,,23.6,,12,,17.8,,0.2,,0,,0.8,,0,,0.8,,0,,34,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-01,2007,9,1,2007-09-01,,17.8,,9.6,,13.7,,4.3,,0,,1.6,,0,,1.6,,0,,34,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-02,2007,9,2,2007-09-02,,24.4,,7.2,,15.8,,2.2,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-03,2007,9,3,2007-09-03,,22.2,,7.9,,15.1,,2.9,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-04,2007,9,4,2007-09-04,,23.7,,6.8,,15.3,,2.7,,0,,0,,0,,0,,0,,35,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-05,2007,9,5,2007-09-05,,22.9,,8,,15.5,,2.5,,0,,0,,0,,0,,0,,35,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-06,2007,9,6,2007-09-06,,16.3,,5.7,,11,,7,,0,,3.8,,0,,3.8,,0,,35,E,61,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-07,2007,9,7,2007-09-07,,12,,4.8,,8.4,,9.6,,0,,0.2,,0,,0.2,,0,,27,E,33,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-08,2007,9,8,2007-09-08,,15.3,,0.2,,7.8,,10.2,,0,,0.6,,0,,0.6,,0,,35,E,44,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-09,2007,9,9,2007-09-09,,18.2,,0.3,,9.3,,8.7,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-10,2007,9,10,2007-09-10,,22.2,,5.6,,13.9,,4.1,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-11,2007,9,11,2007-09-11,,26,,6.2,,16.1,,1.9,,0,,0,T,0,,0,T,0,,36,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-12,2007,9,12,2007-09-12,,11.8,,2.4,,7.1,,10.9,,0,,20,,0,,20,,0,,1,E,61,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-13,2007,9,13,2007-09-13,,16.3,,0.2,,8.3,,9.7,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-14,2007,9,14,2007-09-14,,23.6,,3,,13.3,,4.7,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-15,2007,9,15,2007-09-15,,24,,3,,13.5,,4.5,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-16,2007,9,16,2007-09-16,,24.6,,5.1,,14.9,,3.1,,0,,0,,0,,0,,0,,33,E,44,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-17,2007,9,17,2007-09-17,,12.7,,5.2,,9,,9,,0,,1.6,,0,,1.6,,0,,34,E,44,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-18,2007,9,18,2007-09-18,,11.9,,1.8,,6.9,,11.1,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-19,2007,9,19,2007-09-19,,8.6,,1,,4.8,,13.2,,0,,0,T,0,T,0,T,0,,15,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-20,2007,9,20,2007-09-20,,13,,0.7,,6.9,,11.1,,0,,4.2,,0,,4.2,,0,,36,E,48,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-21,2007,9,21,2007-09-21,,15.6,,-0.3,,7.7,,10.3,,0,,0,,0,,0,,0,,28,E,48,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-22,2007,9,22,2007-09-22,,12.5,,5.4,,9,,9,,0,,7,,0,,7,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-23,2007,9,23,2007-09-23,,7.2,,-0.1,,3.6,,14.4,,0,,3.4,,0,,3.4,,0,,36,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-24,2007,9,24,2007-09-24,,14.5,,-3.4,,5.6,,12.4,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-25,2007,9,25,2007-09-25,,16.5,,2.5,,9.5,,8.5,,0,,1,,0,,1,,0,,27,E,39,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-26,2007,9,26,2007-09-26,,18.1,,1.8,,10,,8,,0,,0.4,,0,,0.4,,0,,34,E,48,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-27,2007,9,27,2007-09-27,,20,,1.6,,10.8,,7.2,,0,,0,,0,,0,,0,,16,E,33,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-28,2007,9,28,2007-09-28,,13.6,,2,,7.8,,10.2,,0,,0.2,,0,T,0.2,,0,,34,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-29,2007,9,29,2007-09-29,,10.1,,0.9,,5.5,,12.5,,0,,0,,0.2,,0.2,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-09-30,2007,9,30,2007-09-30,,17.2,,-0.1,,8.6,,9.4,,0,,0,,0,,0,,0,,27,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-01,2007,10,1,2007-10-01,,16.4,,3.8,,10.1,,7.9,,0,,0,,0,,0,,0,,27,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-02,2007,10,2,2007-10-02,,16.9,,2.3,,9.6,,8.4,,0,,0,,0,,0,,0,,23,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-03,2007,10,3,2007-10-03,,10.1,,-1.7,,4.2,,13.8,,0,,2.8,,1,,3.8,,0,,34,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-04,2007,10,4,2007-10-04,,7.2,,-3.6,,1.8,,16.2,,0,,5,,0,T,5,,0,T,8,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-05,2007,10,5,2007-10-05,,3.6,,-1.4,,1.1,,16.9,,0,,0,T,0,,0,T,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-06,2007,10,6,2007-10-06,,13.5,,0.8,,7.2,,10.8,,0,,0,T,0,,0,T,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-07,2007,10,7,2007-10-07,,20.3,,0.3,,10.3,,7.7,,0,,0,,0,,0,,0,,27,E,46,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-08,2007,10,8,2007-10-08,,13.5,,4.1,,8.8,,9.2,,0,,0.6,,0,,0.6,,0,,35,E,46,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-09,2007,10,9,2007-10-09,,14.6,,2.4,,8.5,,9.5,,0,,0,,0,,0,,0,,15,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-10,2007,10,10,2007-10-10,,11.6,,0.6,,6.1,,11.9,,0,,0,,0,,0,,0,,14,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-11,2007,10,11,2007-10-11,,15.5,,3.3,,9.4,,8.6,,0,,0,,0,,0,,0,,27,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-12,2007,10,12,2007-10-12,,12.9,,-1.5,,5.7,,12.3,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-13,2007,10,13,2007-10-13,,13.6,,-1.8,,5.9,,12.1,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-14,2007,10,14,2007-10-14,,18.8,,1.1,,10,,8,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-15,2007,10,15,2007-10-15,,19.5,,1.1,,10.3,,7.7,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-16,2007,10,16,2007-10-16,,18.1,,1.6,,9.9,,8.1,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-17,2007,10,17,2007-10-17,,13.2,,2.4,,7.8,,10.2,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-18,2007,10,18,2007-10-18,,11.9,,-3.1,,4.4,,13.6,,0,,0,,0,,0,,0,,25,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-19,2007,10,19,2007-10-19,,13.8,,-3.4,,5.2,,12.8,,0,,0.8,,0,,0.8,,0,,27,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-20,2007,10,20,2007-10-20,,9.3,,-4.3,,2.5,,15.5,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-21,2007,10,21,2007-10-21,,10.4,,-6.6,,1.9,,16.1,,0,,0,,0,,0,,0,,27,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-22,2007,10,22,2007-10-22,,17.7,,3.3,,10.5,,7.5,,0,,0,,0,,0,,0,,26,E,57,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-23,2007,10,23,2007-10-23,,17.4,,-0.2,,8.6,,9.4,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-24,2007,10,24,2007-10-24,,23,,0,,11.5,,6.5,,0,,0,,3,,4.8,,0,,23,E,67,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-25,2007,10,25,2007-10-25,,7.3,,-3.6,,1.9,,16.1,,0,,0,,0,T,0,T,2,,31,E,33,E
-114.02,51.11,CALGARY INT'L A,3031093,2007-10-26,2007,10,26,2007-10-26,,5.5,,-6.1,,-0.3,,18.3,,0,,0,,0,,0,,0,T,,,<31,
