Longitude (x),Latitude (y),Station Name,Climate ID,Date,Year,Month,Day,Data Quality,valueMax,Max Temp Flag,valueMin,Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-01,1999,1,1,,-4.5,,-18.7,,-11.6,,29.6,,0,,0,,0,T,0,T,15,,34,E,44,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-02,1999,1,2,,-5.4,,-17.4,,-11.4,,29.4,,0,,0,,0.2,,0,T,15,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-03,1999,1,3,,-3.9,,-14.9,,-9.4,,27.4,,0,,0,,1.8,,1.4,,15,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-04,1999,1,4,,4,,-4.4,,-0.2,,18.2,,0,,0,T,0,,0,T,13,,27,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-05,1999,1,5,,1.1,,-16.4,,-7.7,,25.7,,0,,0,,1.4,,0.8,,8,,3,E,57,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-06,1999,1,6,,-16.4,,-20.4,,-18.4,,36.4,,0,,0,,4.8,,3.2,,9,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-07,1999,1,7,,-16.4,,-21.5,,-19,,37,,0,,0,,2,,1.2,,10,,36,E,48,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-08,1999,1,8,,-13.3,,-19.5,,-16.4,,34.4,,0,,0,,1.2,,0.6,,11,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-09,1999,1,9,,-5,,-15.7,,-10.4,,28.4,,0,,0,,0,T,0,T,9,,1,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-10,1999,1,10,,4.8,,-18.4,,-6.8,,24.8,,0,,0,,0,T,0,T,9,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-11,1999,1,11,,0.7,,-16,,-7.7,,25.7,,0,,0,,1.2,,0.6,,7,,36,E,69,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-12,1999,1,12,,3,,-16,,-6.5,,24.5,,0,,0,,0,T,0,T,7,,35,E,65,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-13,1999,1,13,,5.5,,-5.4,,0.1,,17.9,,0,,0,,0,,0,,5,,27,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-14,1999,1,14,,8.4,,-2.3,,3.1,,14.9,,0,,0,T,0,,0,T,4,,24,E,91,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-15,1999,1,15,,3.8,,-5.1,,-0.7,,18.7,,0,,0,,0,,0,,2,,27,,67,
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-16,1999,1,16,,-1.7,,-10.4,,-6.1,,24.1,,0,,0,,0,,0,,2,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-17,1999,1,17,,-3.5,,-14,,-8.8,,26.8,,0,,0,,0,,0,,2,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-18,1999,1,18,,-1.3,,-12.1,,-6.7,,24.7,,0,,0,,0.2,,0,T,2,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-19,1999,1,19,,5.3,,-11.7,,-3.2,,21.2,,0,,0,,0,T,0,T,2,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-20,1999,1,20,,-0.9,,-11.8,,-6.4,,24.4,,0,,0,,0.4,,0.2,,1,,35,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-21,1999,1,21,,-10.9,,-15.2,,-13.1,,31.1,,0,,0,,2.2,,0.4,,1,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-22,1999,1,22,,-12.3,,-18.6,,-15.5,,33.5,,0,,0,,3.6,,2.4,,3,,35,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-23,1999,1,23,,-16.4,,-25.2,,-20.8,,38.8,,0,,0,,0.6,,0.3,,5,,36,E,48,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-24,1999,1,24,,-1.2,,-23.7,,-12.5,,30.5,,0,,0,,0,,0,,5,,28,E,65,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-25,1999,1,25,,0.8,,-8.1,,-3.7,,21.7,,0,,0,,0,,0,,4,,27,E,54,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-26,1999,1,26,,-4.2,,-11.4,,-7.8,,25.8,,0,,0,,0.2,,0.2,,3,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-27,1999,1,27,,1.4,,-15.2,,-6.9,,24.9,,0,,0,,0,,0,,3,,25,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-28,1999,1,28,,1.2,,-6.5,,-2.7,,20.7,,0,,0,,0,,0,,3,,25,E,56,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-29,1999,1,29,,9.1,,-10,,-0.5,,18.5,,0,,0,,0,,0,,2,,24,E,76,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-30,1999,1,30,,3.4,,-12.7,,-4.7,,22.7,,0,,0,,0,,0,,1,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-01-31,1999,1,31,,5.8,,-13.5,,-3.9,,21.9,,0,,0,,0,,0,,1,,27,E,57,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-01,1999,2,1,,1.1,,-9.9,,-4.4,,22.4,,0,,0,,0,,0,,1,,26,E,65,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-02,1999,2,2,,7.4,,-11.5,,-2.1,,20.1,,0,,0,,0,,0,,1,,28,E,61,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-03,1999,2,3,,2.6,,-8.8,,-3.1,,21.1,,0,,0,,0,T,0,T,1,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-04,1999,2,4,,4.7,,-11,,-3.2,,21.2,,0,,0,,0,,0,,1,,24,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-05,1999,2,5,,3.5,,-12.8,,-4.7,,22.7,,0,,0,,0,,0,,1,,17,E,46,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-06,1999,2,6,,7.2,,-5.8,,0.7,,17.3,,0,,0,,0,,0,,1,,21,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-07,1999,2,7,,6.1,,-5.8,,0.2,,17.8,,0,,0,,0,,0,,1,,29,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-08,1999,2,8,,4.8,,-8.7,,-2,,20,,0,,0,,0,,0,,0,T,25,E,57,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-09,1999,2,9,,-0.8,,-9.7,,-5.3,,23.3,,0,,0,,0,,0,,0,T,27,E,39,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-10,1999,2,10,,-2.8,,-11.6,,-7.2,,25.2,,0,,0,,0,T,0,T,0,T,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-11,1999,2,11,,4.4,,-12.4,,-4,,22,,0,,0,,0,,0,,0,T,27,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-12,1999,2,12,,11.8,,-6.8,,2.5,,15.5,,0,,0,,0,,0,,0,T,18,E,33,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-13,1999,2,13,,11.6,,-7.5,,2.1,,15.9,,0,,0,,0,,0,,0,T,27,E,70,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-14,1999,2,14,,5.8,,-7.7,,-1,,19,,0,,0,,0,T,0,T,0,T,14,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-15,1999,2,15,,2,,-11.4,,-4.7,,22.7,,0,,0,,0,,0,,0,T,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-16,1999,2,16,,5.8,,-12.1,,-3.2,,21.2,,0,,0,,0,,0,,0,T,27,E,46,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-17,1999,2,17,,7.1,,-9.9,,-1.4,,19.4,,0,,0,,0,,0,,0,T,27,E,43,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-18,1999,2,18,,5,,-10.6,,-2.8,,20.8,,0,,0,,0,T,0,T,0,T,12,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-19,1999,2,19,,-0.4,,-7,,-3.7,,21.7,,0,,0,T,0,T,0,T,0,T,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-20,1999,2,20,,6.3,,-12.1,,-2.9,,20.9,,0,,0,,0,,0,,0,T,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-21,1999,2,21,,-0.3,,-6.4,,-3.4,,21.4,,0,,0,,0,T,0,T,0,T,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-22,1999,2,22,,7.2,,-10.7,,-1.8,,19.8,,0,,0,,0,,0,,0,T,18,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-23,1999,2,23,,5.1,,-2.8,,1.2,,16.8,,0,,0,,0,T,0,T,0,T,26,E,69,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-24,1999,2,24,,13.5,,-7.8,,2.9,,15.1,,0,,0,,0,,0,,0,T,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-25,1999,2,25,,12.9,,-4.8,,4.1,,13.9,,0,,0,,0,,0,,0,T,22,E,33,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-26,1999,2,26,,8.6,,-3.7,,2.5,,15.5,,0,,0,,0,,0,,0,,29,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-27,1999,2,27,,7.2,,-9.2,,-1,,19,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-02-28,1999,2,28,,12.9,,-7,,3,,15,,0,,0,T,0,,0,T,0,,26,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-01,1999,3,1,,3.4,,-7.1,,-1.9,,19.9,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-02,1999,3,2,,6.8,,-10.5,,-1.9,,19.9,,0,,0,,0,,0,,0,,8,E,39,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-03,1999,3,3,,-2,,-5.8,,-3.9,,21.9,,0,,0,,3,,2.6,,1,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-04,1999,3,4,,-5.8,,-15.3,,-10.6,,28.6,,0,,0,,1.4,,0.6,,3,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-05,1999,3,5,,-8.3,,-15.5,,-11.9,,29.9,,0,,0,,0.6,,0.2,,5,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-06,1999,3,6,,-7.2,,-16.2,,-11.7,,29.7,,0,,0,,0.4,,0.2,,3,,18,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-07,1999,3,7,,-3.3,,-14.5,,-8.9,,26.9,,0,,0,T,0,T,0,T,4,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-08,1999,3,8,,0.2,,-15.4,,-7.6,,25.6,,0,,0,T,0,T,0,T,4,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-09,1999,3,9,,3.2,,-10.4,,-3.6,,21.6,,0,,0,,0,,0,,3,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-10,1999,3,10,,1.6,,-12.1,,-5.3,,23.3,,0,,0,,0,T,0,T,0,T,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-11,1999,3,11,,4.1,,-8.6,,-2.3,,20.3,,0,,0,,0.2,,0.2,,0,T,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-12,1999,3,12,,8.6,,-9.2,,-0.3,,18.3,,0,,0,,0,,0,,0,,28,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-13,1999,3,13,,15.3,,-2.9,,6.2,,11.8,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-14,1999,3,14,,16.6,,-3,,6.8,,11.2,,0,,0,,0,,0,,0,,24,E,54,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-15,1999,3,15,,3.8,,-10.7,,-3.5,,21.5,,0,,0,,1.8,,1.2,,2,,35,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-16,1999,3,16,,2.8,,-5,,-1.1,,19.1,,0,,0,,0.4,,0.4,,0,T,32,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-17,1999,3,17,,5.1,,-12.5,,-3.7,,21.7,,0,,0,,3,,1,,2,,36,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-18,1999,3,18,,12.8,,-4.8,,4,,14,,0,,0,,0,,0,,0,T,18,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-19,1999,3,19,,6.8,,-2.1,,2.4,,15.6,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-20,1999,3,20,,14.8,,-5.9,,4.5,,13.5,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-21,1999,3,21,,15.6,,-4.9,,5.4,,12.6,,0,,0,,0,,0,,0,,18,E,39,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-22,1999,3,22,,15.3,,-4.7,,5.3,,12.7,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-23,1999,3,23,,16.9,,-5.4,,5.8,,12.2,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-24,1999,3,24,,19,,-2.4,,8.3,,9.7,,0,,0,,0,,0,,0,,18,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-25,1999,3,25,,19.9,,-3.2,,8.4,,9.6,,0,,0,,0,,0,,0,,18,E,57,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-26,1999,3,26,,10.2,,-5.9,,2.2,,15.8,,0,,0,,0,T,0,T,0,,25,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,1999-03-27,1999,3,27,,4.4,,-3.3,,0.6,,17.4,,0,,0,,0,,0,,0,,27,E,54,E
