Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Date,Data Quality,valueMax,Max Temp Flag,valueMin,Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-03,2005,2,3,2005-02-03,,15.3,,0.1,,7.7,,10.3,,0,,0,T,0,,0,T,0,,28,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-04,2005,2,4,2005-02-04,,0.2,,-15.7,,-7.8,,25.8,,0,,0,T,3.4,,3.4,,0,T,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-05,2005,2,5,2005-02-05,,-14.6,,-18.5,,-16.6,,34.6,,0,,0,,2,,2,,5,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-06,2005,2,6,2005-02-06,,-14.7,,-20.2,,-17.5,,35.5,,0,,0,,1.4,,0.8,,7,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-07,2005,2,7,2005-02-07,,-8.1,,-19.6,,-13.9,,31.9,,0,,0,,0,T,0,T,7,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-08,2005,2,8,2005-02-08,,1.3,,-14.3,,-6.5,,24.5,,0,,0,,0,,0,,6,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-09,2005,2,9,2005-02-09,,6.3,,-8,,-0.9,,18.9,,0,,0,,0,,0,,6,,26,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-10,2005,2,10,2005-02-10,,7.8,,-0.8,,3.5,,14.5,,0,,0,,0,,0,,3,,27,E,39,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-11,2005,2,11,2005-02-11,,11.9,,-5.4,,3.3,,14.7,,0,,0,,0,,0,,1,,27,E,54,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-12,2005,2,12,2005-02-12,,9,,-4.8,,2.1,,15.9,,0,,0,,0,,0,,0,T,27,E,48,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-13,2005,2,13,2005-02-13,,4.9,,-5.8,,-0.5,,18.5,,0,,0,,2.2,,1.2,,0,T,36,E,39,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-14,2005,2,14,2005-02-14,,-2.6,,-10.6,,-6.6,,24.6,,0,,0,,1.8,,1.8,,4,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-15,2005,2,15,2005-02-15,,-1.8,,-14.6,,-8.2,,26.2,,0,,0,,0,T,0,T,4,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-16,2005,2,16,2005-02-16,,1.2,,-12.6,,-5.7,,23.7,,0,,0,,0,,0,,3,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-17,2005,2,17,2005-02-17,,1.2,,-9,,-3.9,,21.9,,0,,0,,0,,0,,2,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-18,2005,2,18,2005-02-18,,-2.5,,-12.1,,-7.3,,25.3,,0,,0,,0,,0,,2,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-19,2005,2,19,2005-02-19,,-8.9,,-12.8,,-10.9,,28.9,,0,,0,,1.4,,1.4,,1,,36,E,48,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-20,2005,2,20,2005-02-20,,-0.9,,-18,,-9.5,,27.5,,0,,0,,0,,0,,4,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-21,2005,2,21,2005-02-21,,-0.1,,-14.5,,-7.3,,25.3,,0,,0,,0,,0,,3,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-22,2005,2,22,2005-02-22,,5,,-9.7,,-2.4,,20.4,,0,,0,,0,,0,,1,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-23,2005,2,23,2005-02-23,,9.9,,-6.9,,1.5,,16.5,,0,,0,,0,,0,,0,T,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-24,2005,2,24,2005-02-24,,12.3,,-6.6,,2.9,,15.1,,0,,0,,0,,0,,0,T,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-25,2005,2,25,2005-02-25,,11.3,,-4.5,,3.4,,14.6,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-26,2005,2,26,2005-02-26,,5.7,,-3.5,,1.1,,16.9,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-27,2005,2,27,2005-02-27,,6.2,,-7.2,,-0.5,,18.5,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-02-28,2005,2,28,2005-02-28,,10.7,,-6.6,,2.1,,15.9,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-01,2005,3,1,2005-03-01,,12.4,,-4.4,,4,,14,,0,,0,,0,,0,,0,,27,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-02,2005,3,2,2005-03-02,,12.9,,-2.8,,5.1,,12.9,,0,,0,,0,,0,,0,,28,E,33,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-03,2005,3,3,2005-03-03,,12.5,,0.9,,6.7,,11.3,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-04,2005,3,4,2005-03-04,,15.4,,-5.1,,5.2,,12.8,,0,,0,,0,,0,,0,,27,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-05,2005,3,5,2005-03-05,,17,,-0.5,,8.3,,9.7,,0,,0,,0,,0,,0,,27,E,56,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-06,2005,3,6,2005-03-06,,11.8,,-1.5,,5.2,,12.8,,0,,0,,0,,0,,0,,36,E,57,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-07,2005,3,7,2005-03-07,,15.7,,-3.9,,5.9,,12.1,,0,,0.8,,0,T,0.8,,0,,35,E,61,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-08,2005,3,8,2005-03-08,,13.5,,-4.8,,4.4,,13.6,,0,,0,,0,,0,,0,,27,E,39,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-09,2005,3,9,2005-03-09,,14.9,,-1.1,,6.9,,11.1,,0,,0,,0,,0,,0,,26,E,69,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-10,2005,3,10,2005-03-10,,15,,-3.2,,5.9,,12.1,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-11,2005,3,11,2005-03-11,,20.6,,2.6,,11.6,,6.4,,0,,1.8,,0,,1.8,,0,,26,E,63,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-12,2005,3,12,2005-03-12,,5.1,,-2.6,,1.3,,16.7,,0,,0,,0.2,,0.2,,0,,33,E,70,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-13,2005,3,13,2005-03-13,,4.7,,-4.2,,0.3,,17.7,,0,,0,,3.8,,1.8,,3,,33,E,54,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-14,2005,3,14,2005-03-14,,2.6,,-3.2,,-0.3,,18.3,,0,,0,,0.4,,0.8,,1,,35,E,48,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-15,2005,3,15,2005-03-15,,5.1,,-7.7,,-1.3,,19.3,,0,,0.2,,0,,0.2,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-16,2005,3,16,2005-03-16,,-4.1,,-9.8,,-7,,25,,0,,0,,2.2,,1.4,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-17,2005,3,17,2005-03-17,,-5.1,,-11.9,,-8.5,,26.5,,0,,0,,1.6,,1,,0,,36,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-18,2005,3,18,2005-03-18,,-7.5,,-14.2,,-10.9,,28.9,,0,,0,,1.2,,1.2,,2,,35,E,33,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-19,2005,3,19,2005-03-19,,-8.1,,-16.2,,-12.2,,30.2,,0,,0,,3,,1.6,,3,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-20,2005,3,20,2005-03-20,,-4.8,,-10.5,,-7.7,,25.7,,0,,0,,2.2,,2.2,,7,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-21,2005,3,21,2005-03-21,,-0.3,,-7.4,,-3.9,,21.9,,0,,0,,1,,0.8,,5,,35,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-22,2005,3,22,2005-03-22,,-3.8,,-10.2,,-7,,25,,0,,0,,0.2,,0.2,,6,,36,E,48,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-23,2005,3,23,2005-03-23,,-7.1,,-12,,-9.6,,27.6,,0,,0,,0.6,,0.6,,3,,35,E,39,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-24,2005,3,24,2005-03-24,,-5,,-14.9,,-10,,28,,0,,0,,0,T,0,T,3,,14,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-25,2005,3,25,2005-03-25,,4.5,,-11.1,,-3.3,,21.3,,0,,0,,0,,0,,2,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-26,2005,3,26,2005-03-26,,9.1,,-5.4,,1.9,,16.1,,0,,0,,0,,0,,0,T,25,E,63,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-27,2005,3,27,2005-03-27,,9.9,,-0.4,,4.8,,13.2,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-28,2005,3,28,2005-03-28,,11.4,,-1.6,,4.9,,13.1,,0,,0,T,0,,0,T,0,,27,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-29,2005,3,29,2005-03-29,,8.5,,-3.1,,2.7,,15.3,,0,,0,,0,,0,,0,,27,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-30,2005,3,30,2005-03-30,,6.2,,-4,,1.1,,16.9,,0,,0,,0,T,0,T,0,,36,E,48,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-03-31,2005,3,31,2005-03-31,,11.4,,-5,,3.2,,14.8,,0,,0,,0,,0,,0,,25,E,44,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-01,2005,4,1,2005-04-01,,16,,-0.6,,7.7,,10.3,,0,,0,,0,,0,,0,,24,E,78,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-02,2005,4,2,2005-04-02,,8.4,,-3.6,,2.4,,15.6,,0,,0,,0,,0,,0,,25,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-03,2005,4,3,2005-04-03,,10.3,,-5.9,,2.2,,15.8,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-04,2005,4,4,2005-04-04,,12.1,,-2,,5.1,,12.9,,0,,0,,0,,0,,0,,32,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-05,2005,4,5,2005-04-05,,11.9,,-2.6,,4.7,,13.3,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-06,2005,4,6,2005-04-06,,18.2,,0.2,,9.2,,8.8,,0,,0,,0,,0,,0,,27,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-07,2005,4,7,2005-04-07,,23.3,,4.2,,13.8,,4.2,,0,,0,,0,,0,,0,,26,E,39,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-08,2005,4,8,2005-04-08,,12.5,,3.4,,8,,10,,0,,1.8,,0,,1.8,,0,,36,E,63,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-09,2005,4,9,2005-04-09,,10.8,,-1.6,,4.6,,13.4,,0,,0,T,0,,0,T,0,,34,E,44,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-10,2005,4,10,2005-04-10,,12.1,,-2.5,,4.8,,13.2,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-11,2005,4,11,2005-04-11,,14.1,,-4.6,,4.8,,13.2,,0,,0,,0,,0,,0,,21,E,33,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-12,2005,4,12,2005-04-12,,9.6,,0.2,,4.9,,13.1,,0,,0,,0,,0,,0,,17,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-13,2005,4,13,2005-04-13,,11.7,,-3.3,,4.2,,13.8,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-14,2005,4,14,2005-04-14,,8.3,,-0.2,,4.1,,13.9,,0,,1,,2,,3,,0,T,32,E,57,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-15,2005,4,15,2005-04-15,,12.9,,-0.6,,6.2,,11.8,,0,,0,,0,,0,,0,,27,E,39,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-16,2005,4,16,2005-04-16,,16.6,,3.2,,9.9,,8.1,,0,,0,,0,,0,,0,,18,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-17,2005,4,17,2005-04-17,,11.4,,-2.4,,4.5,,13.5,,0,,2,,0,,2,,0,,10,E,33,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-18,2005,4,18,2005-04-18,,11.4,,0.7,,6.1,,11.9,,0,,0,,0,T,0,T,0,,34,E,46,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-19,2005,4,19,2005-04-19,,14.2,,-3.3,,5.5,,12.5,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-20,2005,4,20,2005-04-20,,18.4,,-1.2,,8.6,,9.4,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-21,2005,4,21,2005-04-21,,19.8,,1.8,,10.8,,7.2,,0,,0,,0,,0,,0,,6,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-22,2005,4,22,2005-04-22,,21.5,,2.9,,12.2,,5.8,,0,,0,,0,,0,,0,,15,E,44,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-23,2005,4,23,2005-04-23,,17.9,,3.1,,10.5,,7.5,,0,,0,,0,,0,,0,,35,E,33,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-24,2005,4,24,2005-04-24,,18.8,,1.7,,10.3,,7.7,,0,,0,,0,,0,,0,,35,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-25,2005,4,25,2005-04-25,,21.9,,-0.5,,10.7,,7.3,,0,,0,,0,,0,,0,,34,E,46,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-26,2005,4,26,2005-04-26,,12.8,,-0.6,,6.1,,11.9,,0,,0,T,0,T,0,T,0,,36,E,61,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-27,2005,4,27,2005-04-27,,4.2,,-5.5,,-0.7,,18.7,,0,,0,,0.6,,0.4,,0,T,36,E,48,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-28,2005,4,28,2005-04-28,,2.4,,-10.1,,-3.9,,21.9,,0,,0,,1.4,,0.8,,1,,34,E,46,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-29,2005,4,29,2005-04-29,,4.9,,-9.2,,-2.2,,20.2,,0,,0,,0,T,0,T,0,,34,E,61,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-04-30,2005,4,30,2005-04-30,,4.3,,-4.5,,-0.1,,18.1,,0,,0,,0.8,,0.4,,0,T,33,E,44,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-01,2005,5,1,2005-05-01,,6.8,,-6.3,,0.3,,17.7,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-02,2005,5,2,2005-05-02,,12.9,,-6.4,,3.3,,14.7,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-03,2005,5,3,2005-05-03,,19.6,,-2.4,,8.6,,9.4,,0,,0,,0,,0,,0,,36,E,59,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-04,2005,5,4,2005-05-04,,16,,3.7,,9.9,,8.1,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-05,2005,5,5,2005-05-05,,20.9,,2.8,,11.9,,6.1,,0,,0,T,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-06,2005,5,6,2005-05-06,,17.9,,9.6,,13.8,,4.2,,0,,0,T,0,,0,T,0,,36,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-07,2005,5,7,2005-05-07,,12.6,,5.1,,8.9,,9.1,,0,,0,,0,,0,,0,,1,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-08,2005,5,8,2005-05-08,,14.1,,3.7,,8.9,,9.1,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-09,2005,5,9,2005-05-09,,13.2,,6.2,,9.7,,8.3,,0,,0,T,0,,0,T,0,,35,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-10,2005,5,10,2005-05-10,,9.5,,-0.9,,4.3,,13.7,,0,,3.4,,3,,5.4,,0,,5,E,35,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-11,2005,5,11,2005-05-11,,12.1,,-0.5,,5.8,,12.2,,0,,0,,0,,0,,0,,14,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-12,2005,5,12,2005-05-12,,19.8,,1.1,,10.5,,7.5,,0,,0,T,0,,0,T,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-13,2005,5,13,2005-05-13,,14.6,,5.7,,10.2,,7.8,,0,,0,,0,,0,,0,,36,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-14,2005,5,14,2005-05-14,,23.5,,4.5,,14,,4,,0,,0,,0,,0,,0,,28,E,37,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-15,2005,5,15,2005-05-15,,23.3,,11,,17.2,,0.8,,0,,0,,0,,0,,0,,32,E,32,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-16,2005,5,16,2005-05-16,,24.1,,8.2,,16.2,,1.8,,0,,0,T,0,,0,T,0,,34,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-17,2005,5,17,2005-05-17,,16.1,,7.5,,11.8,,6.2,,0,,12.8,,0,,12.8,,0,,33,E,52,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-18,2005,5,18,2005-05-18,,18.7,,7.4,,13.1,,4.9,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-19,2005,5,19,2005-05-19,,20.1,,6.8,,13.5,,4.5,,0,,0,,0,,0,,0,,26,E,65,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-20,2005,5,20,2005-05-20,,17.4,,2.4,,9.9,,8.1,,0,,0,,0,,0,,0,,32,E,41,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-21,2005,5,21,2005-05-21,,18.1,,0.9,,9.5,,8.5,,0,,0,,0,,0,,0,,29,E,39,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-22,2005,5,22,2005-05-22,,19.3,,6,,12.7,,5.3,,0,,0,,0,,0,,0,,27,E,56,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-23,2005,5,23,2005-05-23,,17.8,,1.6,,9.7,,8.3,,0,,0.4,,0,,0.4,,0,,27,E,65,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-24,2005,5,24,2005-05-24,,15.1,,6.6,,10.9,,7.1,,0,,0.2,,0,,0.2,,0,,31,E,67,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-25,2005,5,25,2005-05-25,,19.1,,4.7,,11.9,,6.1,,0,,0,,0,,0,,0,,33,E,50,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-26,2005,5,26,2005-05-26,,19.7,,2,,10.9,,7.1,,0,,0,,0,,0,,0,,36,E,48,E
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-27,2005,5,27,2005-05-27,,21.8,,1.3,,11.6,,6.4,,0,,0,,0,,0,,0,,,,<31,
-114.02,51.11,CALGARY INT'L A,3031093,2005-05-28,2005,5,28,2005-05-28,,21.6,,1.4,,11.5,,6.5,,0,,0,,0,,0,,0,,,,<31,
