Longitude (x),Latitude (y),Station Name,Climate ID,Date,Year,Month,Day,Data Quality,valueMax,Max Temp Flag,valueMin,Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-01,2018,1,1,,-18.8,,-25.3,,-22.1,,40.1,,0,,,M,,M,0,,18,,25,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-02,2018,1,2,,-14,,-24.9,,-19.5,,37.5,,0,,,M,,M,2.5,,18,,13,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-03,2018,1,3,,-10.2,,-16.2,,-13.2,,31.2,,0,,,M,,M,0.2,,22,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-04,2018,1,4,,-6.7,,-14.1,,-10.4,,28.4,,0,,,M,,M,0.9,,23,,27,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-05,2018,1,5,,-14.1,,-22.5,,-18.3,,36.3,,0,,,M,,M,3.4,,17,,27,,56,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-06,2018,1,6,,-20,,-23.8,,-21.9,,39.9,,0,,,M,,M,0.4,,15,,26,,56,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-07,2018,1,7,,-11,,-24.3,,-17.7,,35.7,,0,,,M,,M,3.4,,15,,13,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-08,2018,1,8,,-3,,-11.1,,-7.1,,25.1,,0,,,M,,M,9.9,,20,,12,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-09,2018,1,9,,-0.2,,-10.3,,-5.3,,23.3,,0,,,M,,M,,M,27,,28,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-10,2018,1,10,,-0.8,,-15.1,,-8,,26,,0,,,M,,M,0.4,,28,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-11,2018,1,11,,6.1,,-1.2,,2.5,,15.5,,0,,,M,,M,6.7,,26,,15,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-12,2018,1,12,,9.8,,-7.8,,1,,17,,0,,,M,,M,18.7,,12,,30,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-13,2018,1,13,,-7.8,,-24.9,,-16.4,,34.4,,0,,,M,,M,12.7,,17,,1,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-14,2018,1,14,,-17.9,,-27.1,,-22.5,,40.5,,0,,,M,,M,0.4,,28,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-15,2018,1,15,,-14.9,,-23.7,,-19.3,,37.3,,0,,,M,,M,0,,26,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-16,2018,1,16,,-9.6,,-15.1,,-12.4,,30.4,,0,,,M,,M,0.4,,25,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-17,2018,1,17,,-5.6,,-12.9,,-9.3,,27.3,,0,,,M,,M,0,,24,,22,,44,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-18,2018,1,18,,-3,,-6,,-4.5,,22.5,,0,,,M,,M,0,,23,,22,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-19,2018,1,19,,0.3,,-4.6,,-2.2,,20.2,,0,,,M,,M,0,,24,,21,,32,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-20,2018,1,20,,4.1,,-1,,1.6,,16.4,,0,,,M,,M,0,,23,,25,,65,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-21,2018,1,21,,0.6,,-6.6,,-3,,21,,0,,,M,,M,0,,19,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-22,2018,1,22,,-3.4,,-7.7,,-5.6,,23.6,,0,,,M,,M,9.3,,19,,3,,50,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-23,2018,1,23,,3.8,,-4,,-0.1,,18.1,,0,,,M,,M,11.3,,20,,24,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-24,2018,1,24,,2,,-13.7,,-5.9,,23.9,,0,,,M,,M,0,,19,,28,,56,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-25,2018,1,25,,-10.1,,-16.6,,-13.4,,31.4,,0,,,M,,M,0.2,,19,,27,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-26,2018,1,26,,-6.8,,-19.1,,-13,,31,,0,,,M,,M,0.2,,19,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-27,2018,1,27,,6.5,,-13.6,,-3.6,,21.6,,0,,,M,,M,2.2,,19,,24,,41,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-28,2018,1,28,,5.3,,-5.6,,-0.2,,18.2,,0,,,M,,M,0,,16,,27,,44,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-29,2018,1,29,,-5.5,,-11.8,,-8.7,,26.7,,0,,,M,,M,0,,15,,3,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-30,2018,1,30,,-7.3,,-14.3,,-10.8,,28.8,,0,,,M,,M,0,,15,,2,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-01-31,2018,1,31,,-6.1,,-17.6,,-11.9,,29.9,,0,,,M,,M,4.3,,15,,14,,37,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-01,2018,2,1,,4.7,,-11.5,,-3.4,,21.4,,0,,,M,,M,0,,16,,28,,63,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-02,2018,2,2,,-8.3,,-18.5,,-13.4,,31.4,,0,,,M,,M,0.4,,15,,29,,43,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-03,2018,2,3,,-6,,-21,,-13.5,,31.5,,0,,,M,,M,0.3,,15,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-04,2018,2,4,,-0.5,,-6.8,,-3.7,,21.7,,0,,,M,,M,6.8,,21,,15,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-05,2018,2,5,,-1.1,,-12.5,,-6.8,,24.8,,0,,,M,,M,1.2,,22,,26,,48,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-06,2018,2,6,,-4.6,,-14,,-9.3,,27.3,,0,,,M,,M,0,,25,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-07,2018,2,7,,-9.7,,-15.3,,-12.5,,30.5,,0,,,M,,M,7.3,,24,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-08,2018,2,8,,-7.4,,-18.5,,-13,,31,,0,,,M,,M,0.3,,29,,25,,35,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-09,2018,2,9,,-5.8,,-16.1,,-11,,29,,0,,,M,,M,0,,29,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-10,2018,2,10,,-4.8,,-8.9,,-6.9,,24.9,,0,,,M,,M,7.1,,28,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-11,2018,2,11,,0.9,,-7.2,,-3.2,,21.2,,0,,,M,,M,1.3,,37,,25,,50,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-12,2018,2,12,,-2.4,,-13.2,,-7.8,,25.8,,0,,,M,,M,0.2,,34,,27,,46,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-13,2018,2,13,,-5.9,,-17.9,,-11.9,,29.9,,0,,,M,,M,0.4,,32,,,,<31,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-14,2018,2,14,,4.6,,-13.1,,-4.3,,22.3,,0,,,M,,M,0,,32,,21,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-15,2018,2,15,,5.7,,-4.6,,0.6,,17.4,,0,,,M,,M,0.2,,28,,23,,39,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-16,2018,2,16,,3.6,,-12.5,,-4.5,,22.5,,0,,,M,,M,7.2,,22,,30,,33,
-73.74,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,2018-02-17,2018,2,17,,-2.1,,-15.9,,-9,,27,,0,,,M,,M,0.2,,27,,,,<31,
