Longitude (x),Latitude (y),Station Name,Climate ID,Date,Year,Month,Day,Data Quality,valueMax,Max Temp Flag,valueMin,Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-01,2012,1,1,,5.8,,-1.8,,2,,16,,0,,1.4,,0,,1.4,,3,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-02,2012,1,2,,4.6,,-9.7,,-2.6,,20.6,,0,,0,,0,T,0,T,0,T,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-03,2012,1,3,,-9.7,,-17.9,,-13.8,,31.8,,0,,0,,0,T,0,T,0,T,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-04,2012,1,4,,-7.3,,-18.8,,-13.1,,31.1,,0,,0,,1.4,,1,,0,T,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-05,2012,1,5,,-4.1,,-10.2,,-7.2,,25.2,,0,,0,,0.4,,0.4,,1,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-06,2012,1,6,,-8.4,,-12.7,,-10.6,,28.6,,0,,0,,1.6,,1.6,,2,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-07,2012,1,7,,0.8,,-8.5,,-3.9,,21.9,,0,,0.4,,1.2,,1.6,,2,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-08,2012,1,8,,-0.6,,-9.9,,-5.3,,23.3,,0,,0,,0,T,0,T,2,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-09,2012,1,9,,2.6,,-9.9,,-3.7,,21.7,,0,,0,,0.6,,0.4,,2,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-10,2012,1,10,,2.7,,-10.7,,-4,,22,,0,,0,T,0.8,,1,,2,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-11,2012,1,11,,-9.7,,-14.8,,-12.3,,30.3,,0,,0,,0,,0,,1,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-12,2012,1,12,,-4.1,,-9.8,,-7,,25,,0,,0,,16,,14.4,,1,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-13,2012,1,13,,-1.5,,-9.7,,-5.6,,23.6,,0,,3.8,,7.8,,11.8,,9,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-14,2012,1,14,,-9.7,,-21.8,,-15.8,,33.8,,0,,0,,0,T,0,T,14,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-15,2012,1,15,,-15.1,,-24.1,,-19.6,,37.6,,0,,0,,0,,0,,14,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-16,2012,1,16,,-7,,-20.7,,-13.9,,31.9,,0,,0,,0,,0,,14,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-17,2012,1,17,,4.9,,-10.4,,-2.8,,20.8,,0,,3.6,,8.6,,11.4,,12,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-18,2012,1,18,,3.8,,-16.9,,-6.6,,24.6,,0,,0,,0,T,0,T,15,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-19,2012,1,19,,-3.4,,-18.3,,-10.9,,28.9,,0,,0,,0.4,,0.4,,15,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-20,2012,1,20,,-3.2,,-19,,-11.1,,29.1,,0,,0,,0.2,,0.2,,14,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-21,2012,1,21,,-11.6,,-19.2,,-15.4,,33.4,,0,,0,,0,T,0,T,13,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-22,2012,1,22,,-7.9,,-20.3,,-14.1,,32.1,,0,,0,,0,,0,,13,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-23,2012,1,23,,4,,-13.4,,-4.7,,22.7,,0,,7.4,,0,,7.4,,13,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-24,2012,1,24,,5.2,,-0.1,,2.6,,15.4,,0,,0.6,,0,T,0.6,,7,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-25,2012,1,25,,0,,-7.2,,-3.6,,21.6,,0,,0,,0,,0,,4,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-26,2012,1,26,,-2.9,,-11.6,,-7.3,,25.3,,0,,0,,1.8,,1.8,,4,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-27,2012,1,27,,0.9,,-5.6,,-2.4,,20.4,,0,,13,,6.4,,20,,5,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-28,2012,1,28,,2.6,,-2.1,,0.3,,17.7,,0,,0,T,0,T,0,T,6,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-29,2012,1,29,,1,,-4.5,,-1.8,,19.8,,0,,0,,0,,0,,4,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-30,2012,1,30,,-4.4,,-10.7,,-7.6,,25.6,,0,,0,,0,,0,,3,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-01-31,2012,1,31,,-6.5,,-10.5,,-8.5,,26.5,,0,,0,T,10.4,,8.8,,3,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-02-01,2012,2,1,,-3.3,,-6.8,,-5.1,,23.1,,0,,4.6,,0.6,,5.2,,11,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-02-02,2012,2,2,,-5.1,,-11,,-8.1,,26.1,,0,,0,,0.2,,0.2,,11,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-02-03,2012,2,3,,-2.9,,-13.6,,-8.3,,26.3,,0,,0,,1,,0.8,,11,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-02-04,2012,2,4,,-3.8,,-14.4,,-9.1,,27.1,,0,,0,,0,,0,,11,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-02-05,2012,2,5,,-0.5,,-16.5,,-8.5,,26.5,,0,,0,,0,T,0,T,10,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-02-06,2012,2,6,,3.5,,-0.8,,1.4,,16.6,,0,,0,,0,T,0,T,10,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-02-07,2012,2,7,,2,,-13.8,,-5.9,,23.9,,0,,0,,0,T,0,T,9,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-02-08,2012,2,8,,-1.6,,-14.2,,-7.9,,25.9,,0,,0,,0,,0,,9,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-02-09,2012,2,9,,2.8,,-5.4,,-1.3,,19.3,,0,,0,,0,,0,,9,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-02-10,2012,2,10,,1.7,,-7.4,,-2.9,,20.9,,0,,0,,0.4,,0.4,,9,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-02-11,2012,2,11,,-7.4,,-15.6,,-11.5,,29.5,,0,,0,,0.4,,0.4,,9,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-02-12,2012,2,12,,-9.4,,-17,,-13.2,,31.2,,0,,0,,0,T,0,T,8,,,,,
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-02-13,2012,2,13,,-3.3,,-11.9,,-7.6,,25.6,,0,,0,,0,T,0,T,8,,,,,
